epoch,train_loss,val_loss,val_accuracy,val_macro_f1,elapsed_seconds
1,2.275081300390981,2.221383012809863,0.19949856733524354,0.14397176517232585,26.572661638259888
2,2.2047750692439707,2.159024929248843,0.2294054441260745,0.1921751338826759,13.22919249534607
3,2.1374147867639692,2.0991548699430886,0.2851002865329513,0.2591688956296002,14.706396102905273
4,2.073612569969217,2.0522187739866853,0.2890401146131805,0.25768690808450173,14.969908237457275
5,2.0103194091878684,2.078049782695606,0.2824140401146132,0.24854590848351185,15.382381916046143
6,1.9518540383226142,1.9745654403992574,0.3202005730659026,0.29756346045288995,18.42435050010681
7,1.9038909219069329,1.9487624065923828,0.30873925501432664,0.2997482378262376,18.48490858078003
8,1.8514379409672532,1.9164767582983546,0.3230659025787966,0.32268267372107795,16.19630002975464
9,1.80808499508516,1.9492094940305782,0.31482808022922637,0.30919629388516523,17.206576824188232
10,1.7674054854612884,2.211178170917369,0.20898997134670488,0.18928038540706377,16.637606143951416
11,1.7245489971461003,2.19752098291173,0.27381805157593125,0.2207675382610177,17.305452346801758
12,1.6930562373117426,1.9400341176030287,0.31858882521489973,0.2842560377758209,17.232871532440186
13,1.6689686112195274,1.8533659199930534,0.36944842406876793,0.35599162054557154,17.83385992050171
14,1.6261675279697492,1.8962554829168456,0.33613896848137537,0.3336120923938024,17.744924068450928
15,1.5839069618883919,1.8202585770954034,0.36873209169054444,0.3758933848463837,18.443074941635132
16,1.5588753058903724,2.010834803212338,0.3325573065902579,0.3132679982874356,18.428489685058594
17,1.5300785689923848,1.9637626293395516,0.3128581661891118,0.2968330258399693,17.37282371520996
18,1.510513502831711,1.8388621971053858,0.3642550143266476,0.34194670166935526,19.001611948013306
19,1.4742956835564862,1.870305987005589,0.36926934097421205,0.35568752434286843,19.32266068458557
20,1.4544796382982825,1.8197935071579023,0.37052292263610315,0.3559737514906699,17.02553391456604
21,1.4218151810036441,1.844648614995459,0.3791189111747851,0.3634824439976971,18.135143995285034
22,1.4098380720447887,1.9341330002235477,0.3612106017191977,0.3180636365904702,17.99024510383606
23,1.378590862446796,2.231900797532418,0.2593123209169054,0.2602621649032055,19.550657033920288
24,1.372957183935108,2.015133595739873,0.31912607449856734,0.2752988045631946,19.330490589141846
25,1.3423111828407388,1.9976659948299813,0.33631805157593125,0.32833856372019493,17.436333894729614
