model,acc_mean,acc_std,macro_f1_mean,macro_f1_std,noise,level,denoise
RF,0.886934298369226,0.002057337363639196,0.8868568603764059,0.001953948628785415,pink,10.0,none
LDA,0.3503973314708978,0.005441082530691634,0.34886263443596494,0.005213605173425998,pink,10.0,notch
SVM_RBF,0.719316159382701,0.0036602216392898623,0.7200385429780264,0.0034193934648761803,pink,10.0,notch
RF,0.885322645944373,0.002713135968667774,0.8852572451633476,0.002700380928015692,pink,10.0,notch
LDA,0.28295129415027825,0.006481168721149694,0.2794136134260463,0.006586304754702645,pink,10.0,wavelet
SVM_RBF,0.5457427065357108,0.007557596921589347,0.5456828903887293,0.007349094016902673,pink,10.0,wavelet
RF,0.6692436111822393,0.008330315876028477,0.6694447047753772,0.008241792214262857,pink,10.0,wavelet
LDA,0.3248011383849695,0.006997823906777324,0.3230903862070566,0.006714097622270466,pink,10.0,kalman
SVM_RBF,0.7142351736226242,0.0035582755213191823,0.7148574776923026,0.0031586673960513575,pink,10.0,kalman
RF,0.7813535062687622,0.005559635011742944,0.7815493540150577,0.005393988370700895,pink,10.0,kalman
LDA,0.3030567288535213,0.0073324495838549665,0.29877609044785497,0.007012829241418937,pink,10.0,pca
SVM_RBF,0.6529082129547591,0.007209446360697718,0.6544342484694402,0.006900385917473584,pink,10.0,pca
RF,0.8288032455269219,0.0036916026557975677,0.8289815386407154,0.003672779198544087,pink,10.0,pca
LDA,0.3170428891589084,0.00549469555453676,0.31453952574255833,0.005208507375207142,pink,0.0,none
SVM_RBF,0.7005764418947846,0.004965215527189061,0.7012865608493744,0.004825802567549642,pink,0.0,none
RF,0.8369985039650316,0.005011636548504417,0.8369191345734317,0.004948855313737065,pink,0.0,none
LDA,0.3153221299415895,0.006275599329563461,0.3127180965738268,0.006113059698929409,pink,0.0,notch
SVM_RBF,0.7015052767534106,0.0036102613998817527,0.7023055728187643,0.003431303018748199,pink,0.0,notch
RF,0.8336930043118507,0.005071133137333745,0.8336865030833026,0.005047369728436188,pink,0.0,notch
LDA,0.28923428656794753,0.005122903151499519,0.28435938361813295,0.005187361912034537,pink,0.0,wavelet
SVM_RBF,0.6109763492754564,0.006739703262351723,0.6114978869394089,0.006422050443859401,pink,0.0,wavelet
RF,0.7551562501574033,0.004340812564798607,0.7552742810387485,0.004144573375939563,pink,0.0,wavelet
LDA,0.3030022705987994,0.008844503040191772,0.29998115000019315,0.008434856035264887,pink,0.0,kalman
SVM_RBF,0.6987189736536739,0.0030275352641566202,0.6993962721833417,0.002886709205272002,pink,0.0,kalman
RF,0.7838120599215415,0.005771509093096979,0.7837047934377743,0.005567670773486826,pink,0.0,kalman
LDA,0.28658458056081326,0.003521861584028421,0.28211911660370037,0.0031540340568872284,pink,0.0,pca
SVM_RBF,0.6327480438998602,0.005707623377264066,0.6338136067792363,0.005446037614797542,pink,0.0,pca
RF,0.7704536955406727,0.00451798668001744,0.7706333159958073,0.004468321368065517,pink,0.0,pca
LDA,0.3074001403094771,0.004603208199555517,0.30398514519107617,0.004427219044387218,pink,-5.0,none
SVM_RBF,0.6980634822218386,0.005857302975372884,0.6988128536567288,0.005726320218997969,pink,-5.0,none
RF,0.8281750242638836,0.0038353608180581433,0.828069038621533,0.00383964495901608,pink,-5.0,none
LDA,0.3049961531115696,0.005236225045002639,0.3017544641855103,0.005082152097726303,pink,-5.0,notch
SVM_RBF,0.6963152327043833,0.00510791525739378,0.6970260542654272,0.00497404459734913,pink,-5.0,notch
RF,0.8272462565639713,0.005065848684849643,0.8272466326652929,0.005003872111657158,pink,-5.0,notch
LDA,0.29202061205392205,0.004589021096160737,0.28715784691097923,0.004397054040014054,pink,-5.0,wavelet
SVM_RBF,0.6458056379814762,0.005341486239210336,0.6464991813219291,0.004999009857861389,pink,-5.0,wavelet
RF,0.7911602081935047,0.0043144848261090765,0.7910726605160603,0.004400123361845365,pink,-5.0,wavelet
LDA,0.2960363225664359,0.002871707659411383,0.2913389805153649,0.003134716560084066,pink,-5.0,kalman
SVM_RBF,0.6997841966666819,0.005240935266161033,0.7004195355698227,0.005142936523477032,pink,-5.0,kalman
RF,0.8009943220665512,0.004693860679961359,0.8009521439048765,0.004649858381647899,pink,-5.0,kalman
LDA,0.2780341084928872,0.0027864788371084496,0.27256707891325777,0.0028678686619927397,pink,-5.0,pca
SVM_RBF,0.6329666417818759,0.0061937066832450415,0.6340840525502711,0.005881030760850096,pink,-5.0,pca
RF,0.7590353076117201,0.004605649618998109,0.7591030440589659,0.0046888729880540155,pink,-5.0,pca
LDA,0.3703661690815385,0.004731010518502504,0.3690121347642048,0.004502714321005121,hum,0.1,none
SVM_RBF,0.7278118784437729,0.004775868918187106,0.7285538121188306,0.004557328772781888,hum,0.1,none
RF,0.9145794068027524,0.005505924033824406,0.9145365855332331,0.005523058519392103,hum,0.1,none
LDA,0.36460215308597455,0.005947850336274846,0.363374013796203,0.005811863176018797,hum,0.1,notch
SVM_RBF,0.7237688567210258,0.003992789710128519,0.7245506864534541,0.0037922367489036223,hum,0.1,notch
RF,0.9140330184323432,0.003183754365757074,0.9140055864307381,0.003157556908128734,hum,0.1,notch
LDA,0.2895623382291165,0.0081272513024826,0.28674050627358494,0.00804294193675333,hum,0.1,wavelet
SVM_RBF,0.5398968128750419,0.007439249624546871,0.5397246792959656,0.00718107857611149,hum,0.1,wavelet
RF,0.6544649892484495,0.005538124589070476,0.6546415492471984,0.0055602255742880375,hum,0.1,wavelet
LDA,0.3430763563607007,0.005748934756507033,0.3420820626662989,0.0059515989989406435,hum,0.1,kalman
SVM_RBF,0.7284673698756082,0.0027575435214793223,0.7292204654288836,0.002512219271827149,hum,0.1,kalman
RF,0.8041905918029582,0.0040430951284329275,0.8044951765069073,0.004019090695650934,hum,0.1,kalman
LDA,0.3201026886580611,0.007490232204531807,0.3171170282390013,0.0073999536531712245,hum,0.1,pca
SVM_RBF,0.6544926250591323,0.007275435817871561,0.6562722418151886,0.007085544639093878,hum,0.1,pca
RF,0.8648073416114904,0.002938537889586915,0.8650035839773953,0.002984406182282316,hum,0.1,pca
LDA,0.3635642636694379,0.004650777174970936,0.36227625920310014,0.00430643616222395,hum,0.3,none
SVM_RBF,0.7258996012302135,0.003909219404864834,0.7264817297139012,0.0037189465565101863,hum,0.3,none
RF,0.9051275827142575,0.0036455038969930116,0.9050664569839892,0.0036238453689600597,hum,0.3,none
LDA,0.3629085819545804,0.005864331655729864,0.3615877305034374,0.005517494201135921,hum,0.3,notch
SVM_RBF,0.7237415455107926,0.003704366532016908,0.7243324141321771,0.0036030060296423977,hum,0.3,notch
RF,0.9109189696166891,0.005738209989278798,0.9108402076485073,0.005766032507334506,hum,0.3,notch
LDA,0.28928921120262563,0.007218046533373585,0.2864599691392823,0.007425110484189066,hum,0.3,wavelet
SVM_RBF,0.5345973448951785,0.00878382269891138,0.5345354716370178,0.008470046375362526,hum,0.3,wavelet
RF,0.644275896801085,0.009067562385513065,0.6443730408579583,0.008913172362568925,hum,0.3,wavelet
LDA,0.3414373666083369,0.005713116986714678,0.3402582563232516,0.005936926058048165,hum,0.3,kalman
SVM_RBF,0.7247796252103513,0.0036510079036242973,0.7254050262659649,0.003347484587843941,hum,0.3,kalman
RF,0.8033164204062349,0.005440968233099109,0.8034871593389703,0.005330671013488767,hum,0.3,kalman
LDA,0.31931054416802873,0.00836092033713876,0.3160920226119174,0.008381362882198132,hum,0.3,pca
SVM_RBF,0.6530447876611236,0.007514483822334197,0.6545955966839546,0.007298535598311403,hum,0.3,pca
