experiment_id,category,method_family,model,dataset,subject_setting,split_mode,evaluation_level,noise_type,noise_level,denoise_method,accuracy,macro_f1,std_accuracy,std_macro_f1,source_metrics_file,notes
dl_noise_wgn_lvl0p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,wgn,0.0,kalman,0.286436,0.279797,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl0p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_wgn_lvl0p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,wgn,0.0,pca,0.231116,0.211203,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl0p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_wgn_lvlneg5p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,wgn,-5.0,none,0.196421,0.176522,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_wgn_lvlneg5p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,wgn,-5.0,notch,0.199699,0.178932,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_wgn_lvlneg5p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,wgn,-5.0,wavelet,0.178118,0.131657,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_wgn_lvlneg5p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,wgn,-5.0,kalman,0.228930,0.196947,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_wgn_lvlneg5p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,wgn,-5.0,pca,0.152165,0.129420,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,none,0.603469,0.605082,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,notch,0.597733,0.599028,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,wavelet,0.227155,0.213216,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,kalman,0.224013,0.203615,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,pca,0.383691,0.375867,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl20p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,none,0.549925,0.551819,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,notch,0.552793,0.555204,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,wavelet,0.254473,0.249339,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,kalman,0.267586,0.260886,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,pca,0.352411,0.341863,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl10p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,none,0.261986,0.235787,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,notch,0.262396,0.236849,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,wavelet,0.193689,0.148069,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,kalman,0.236307,0.208725,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,pca,0.189865,0.159945,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvl0p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,none,0.163502,0.124073,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,notch,0.162546,0.122618,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,wavelet,0.151209,0.090154,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,kalman,0.166780,0.111638,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,pca,0.130856,0.090673,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/pink_lvlneg5p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,none,0.610026,0.611047,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p1_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,notch,0.602787,0.603649,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p1_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,wavelet,0.215954,0.198041,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p1_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,kalman,0.220052,0.196355,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p1_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,pca,0.390111,0.383249,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p1_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,none,0.603333,0.604076,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p3_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,notch,0.602513,0.603433,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p3_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,wavelet,0.221145,0.203087,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p3_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,kalman,0.223603,0.200726,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p3_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,pca,0.395165,0.389561,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p3_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,none,0.587488,0.587464,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,notch,0.597596,0.598234,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,wavelet,0.221281,0.202667,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,kalman,0.232755,0.211406,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,pca,0.427127,0.423111,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl0p6_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,none,0.539407,0.536738,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,notch,0.584620,0.584151,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,wavelet,0.221964,0.203498,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,kalman,0.250239,0.231029,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,pca,0.460456,0.457839,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/hum_lvl1p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,none,0.603469,0.604034,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p1_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,notch,0.597733,0.598304,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p1_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,wavelet,0.230023,0.217193,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p1_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,kalman,0.233438,0.218422,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p1_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,pca,0.383964,0.376699,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p1_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,none,0.531348,0.533643,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p3_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,notch,0.532987,0.534987,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p3_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,wavelet,0.248054,0.242418,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p3_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,kalman,0.270045,0.267500,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p3_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,pca,0.380549,0.372603,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p3_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,none,0.330283,0.316575,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p6_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,notch,0.328370,0.314428,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p6_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,wavelet,0.204344,0.178099,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p6_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,kalman,0.217047,0.192486,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p6_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,pca,0.368802,0.360047,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl0p6_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,none,0.199017,0.160628,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl1p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,notch,0.198197,0.159768,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl1p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,wavelet,0.165141,0.120635,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl1p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,kalman,0.167737,0.124535,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl1p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,pca,0.348176,0.338349,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/drift_lvl1p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,none,0.602240,0.603177,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,notch,0.597050,0.597685,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,wavelet,0.227838,0.212279,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,kalman,0.225652,0.203919,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,pca,0.385330,0.377603,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p1_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,none,0.560033,0.559879,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,notch,0.558257,0.558621,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,wavelet,0.243546,0.235692,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,kalman,0.256522,0.247197,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,pca,0.359377,0.348303,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p3_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p6_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.6,none,0.430132,0.423238,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p6_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p6_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.6,notch,0.433274,0.427391,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p6_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p6_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.6,wavelet,0.253244,0.242532,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p6_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p6_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.6,kalman,0.301052,0.296139,,,outputs/dl_noise_eval_full/fold5/dualres_xception2d/motion_lvl0p6_kalman/metrics_summary.json,DL noise eval (window-level)
