experiment_id,category,method_family,model,dataset,subject_setting,split_mode,evaluation_level,noise_type,noise_level,denoise_method,accuracy,macro_f1,std_accuracy,std_macro_f1,source_metrics_file,notes
dl_noise_wgn_lvlneg5p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,wgn,-5.0,kalman,0.259254,0.235031,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvlneg5p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_wgn_lvlneg5p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,wgn,-5.0,pca,0.166098,0.148977,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvlneg5p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,none,0.604699,0.601934,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,notch,0.603060,0.600163,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,wavelet,0.251605,0.233017,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,kalman,0.251468,0.225361,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl20p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,20.0,pca,0.373583,0.356998,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl20p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,none,0.560579,0.558890,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,notch,0.560989,0.559084,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,wavelet,0.280563,0.273513,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,kalman,0.277831,0.262117,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl10p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,10.0,pca,0.349269,0.334513,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl10p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,none,0.290671,0.282528,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,notch,0.292856,0.283826,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,wavelet,0.224423,0.190733,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,kalman,0.254883,0.230986,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvl0p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,0.0,pca,0.204344,0.182438,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvl0p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,none,0.176888,0.155738,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,notch,0.179210,0.158053,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,wavelet,0.167190,0.124571,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,kalman,0.188226,0.144461,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_pink_lvlneg5p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,pink,-5.0,pca,0.133315,0.103365,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/pink_lvlneg5p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,none,0.609070,0.606167,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p1_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,notch,0.606065,0.603222,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p1_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,wavelet,0.247780,0.226423,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p1_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,kalman,0.242453,0.212853,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p1_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p1_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.1,pca,0.375495,0.358164,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p1_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,none,0.605109,0.602763,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p3_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,notch,0.605518,0.602593,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p3_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,wavelet,0.246005,0.224155,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p3_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,kalman,0.243819,0.214778,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p3_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p3_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.3,pca,0.382188,0.365601,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p3_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,none,0.600464,0.598727,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,notch,0.606338,0.603871,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,wavelet,0.246961,0.225478,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,kalman,0.250922,0.221868,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl0p6_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,0.6,pca,0.409643,0.392719,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl0p6_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,none,0.574785,0.573615,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,notch,0.604289,0.602205,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,wavelet,0.248327,0.227028,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,kalman,0.260484,0.230894,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_hum_lvl1p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,hum,1.0,pca,0.436689,0.420953,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/hum_lvl1p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,none,0.602104,0.598782,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p1_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,notch,0.598416,0.595354,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p1_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,wavelet,0.255156,0.237160,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p1_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,kalman,0.256113,0.232236,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p1_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p1_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.1,pca,0.376042,0.357252,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p1_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,none,0.541729,0.540712,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p3_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,notch,0.539271,0.537890,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p3_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,wavelet,0.260484,0.252755,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p3_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,kalman,0.265947,0.257520,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p3_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p3_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.3,pca,0.374812,0.356753,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p3_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,none,0.360470,0.353298,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p6_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,notch,0.359514,0.352605,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p6_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,wavelet,0.222237,0.199214,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p6_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,kalman,0.227565,0.205694,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p6_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl0p6_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,0.6,pca,0.366753,0.349288,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl0p6_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,none,0.216910,0.187270,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl1p0_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,notch,0.217320,0.187020,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl1p0_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,wavelet,0.178664,0.140070,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl1p0_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,kalman,0.175932,0.139991,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl1p0_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_drift_lvl1p0_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,drift,1.0,pca,0.353230,0.338247,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/drift_lvl1p0_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,none,0.602513,0.599552,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,notch,0.597459,0.594677,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,wavelet,0.249829,0.230909,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,kalman,0.248327,0.220609,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p1_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.1,pca,0.375768,0.357887,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p1_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,none,0.561945,0.559865,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,notch,0.561535,0.559306,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,wavelet,0.272231,0.261274,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,kalman,0.272231,0.252710,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_kalman/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p3_pca,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.3,pca,0.352547,0.335255,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p3_pca/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p6_none,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.6,none,0.443109,0.444932,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p6_none/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p6_notch,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.6,notch,0.444611,0.446789,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p6_notch/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p6_wavelet,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.6,wavelet,0.274006,0.268119,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p6_wavelet/metrics_summary.json,DL noise eval (window-level)
dl_noise_motion_lvl0p6_kalman,noise_robustness,DL,dualres_xception2d,db5,subject-dependent (S1-3),kfold,window,motion,0.6,kalman,0.296817,0.286190,,,outputs/dl_noise_eval_full/fold3/dualres_xception2d/motion_lvl0p6_kalman/metrics_summary.json,DL noise eval (window-level)
